year,month,primary_sector,municipality,registration_status,num_taxpayers,turnover_eur,invalid_reason,year_was_imputed,month_was_imputed,num_taxpayers_was_imputed,turnover_eur_was_imputed,primary_sector_was_imputed,municipality_was_imputed,registration_status_was_imputed,year_month,turnover_eur_log1p
2022.0,8.0,Ndertimtaria,DRAGASH,INDIVIDUAL,2.0,0.0,,False,False,False,False,False,False,False,2022-08,0.0
2021.0,3.0,Ndertimtaria,MITROVICË,INDIVIDUAL,2.0,1805.0,,False,False,False,False,False,False,False,2021-03,7.498869733976931
2022.0,8.0,Transporti dhe magazinimi,FERIZAJ,INDIVIDUAL,1.0,1771.19,,False,False,False,False,False,False,False,2022-08,7.479971348893298
2023.0,6.0,Sherbimet administrative dhe mbeshtetese,VUSHTRRI,SH.P.K.,6.0,204778.12,,False,False,False,False,False,False,False,2023-06,12.229687213824915
2022.0,1.0,Bujqesia;Pylltaria dhe Peshkimi,PRISHTINË,INDIVIDUAL,2.0,796.61,,False,False,False,False,False,False,False,2022-01,6.681619756181872
2023.0,2.0,Bujqesia;Pylltaria dhe Peshkimi,SKENDERAJ,INDIVIDUAL,1.0,64567.52,,False,False,False,False,False,False,False,2023-02,11.075482264496744
2022.0,10.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,PODUJEVË,INDIVIDUAL,1.0,6410.0,,False,False,False,False,False,False,False,2022-10,8.765770543987257
2022.0,5.0,Ndertimtaria,RAHOVEC,INDIVIDUAL,1.0,296.61,,False,False,False,False,False,False,False,2022-05,5.6957839045449346
2021.0,9.0,Industria perpunuese,PODUJEVË,INDIVIDUAL,19.0,86924.97,,False,False,False,False,False,False,False,2021-09,11.372812115858954
2025.0,6.0,Industria nxjerrese,KLINË,NDËRMARRJE SHOQ.,1.0,3377.0,,False,False,False,False,False,False,False,2025-06,8.125039097367745
2020.0,9.0,Industria perpunuese,FERIZAJ,SH.P.K.,1.0,2250.0,,False,False,False,False,False,False,False,2020-09,7.719129840906732
2023.0,3.0,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,MITROVICË,INDIVIDUAL,1.0,809.0,,False,False,False,False,False,False,False,2023-03,6.697034247666484
2020.0,2.0,"Furnizimi me rryme, gaz, avull dhe ajer te kondicionuar",FUSHË KOSOVË,SH.P.K.,4.0,80583.74,,False,False,False,False,False,False,False,2020-02,11.297064580544712
2024.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,OBILIQ,SH.P.K.,2.0,4914.91,,False,False,False,False,False,False,False,2024-05,8.500232162951212
2021.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,GJILAN,SH.P.K.,2.0,196475.43,,False,False,False,False,False,False,False,2021-06,12.188297753987568
2020.0,10.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,GRAÇANICË,INDIVIDUAL,4.0,81778.75,,False,False,False,False,False,False,False,2020-10,11.311784936931812
