year,month,primary_sector,turnover_eur,num_taxpayers
2019.0,10.0,Bujqesia;Pylltaria dhe Peshkimi,55106.68,1.0
2023.0,4.0,Industria perpunuese,2075.49,4.0
2024.0,9.0,Arsimi,0.0,1.0
2020.0,2.0,"Aktivitetet profesionale, shkencore dhe teknike",15041.96,2.0
2024.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,816.46,1.0
2020.0,7.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1092.04,1.0
2020.0,8.0,Ndertimtaria,2120.3,2.0
2025.0,5.0,Industria perpunuese,0.0,1.0
2021.0,3.0,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,6933.14,3.0
2019.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1085.5,1.0
2020.0,2.0,Industria perpunuese,4919.07,3.0
2023.0,10.0,Industria perpunuese,22984.61,1.0
2020.0,5.0,Bujqesia;Pylltaria dhe Peshkimi,5434.65,1.0
2025.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,0.0,1.0
2021.0,2.0,Akomodimi dhe sherbimi ushqimor,178089.9,19.0
2023.0,12.0,Aktivitetet e patundshmerise,0.0,2.0
2020.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,0.0,1.0
2022.0,9.0,"Artet, Argetimi dhe rekreacioni",1000.0,1.0
2019.0,1.0,Aktivitetet financiare dhe te sigurimit,0.0,2.0
2019.0,8.0,Industria perpunuese,384859.57,4.0
2023.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,589.42,1.0
2024.0,7.0,Industria perpunuese,396502.12,1.0
2025.0,4.0,Industria perpunuese,8127.12,1.0
2021.0,6.0,Ndertimtaria,1250.0,1.0
2022.0,10.0,Sherbimet administrative dhe mbeshtetese,0.0,1.0
2025.0,12.0,Ndertimtaria,29433.0,1.0
2020.0,10.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,52504.82,2.0
2022.0,9.0,Ndertimtaria,42339.68,7.0
2023.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,182784.86,1.0
2024.0,8.0,Bujqesia;Pylltaria dhe Peshkimi,0.0,4.0
2022.0,8.0,"Furnizimi me rryme, gaz, avull dhe ajer te kondicionuar",0.0,1.0
2022.0,8.0,Sherbimet administrative dhe mbeshtetese,11860.0,5.0
2025.0,10.0,Industria perpunuese,131322.97,1.0
2025.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,4417.8,1.0
2023.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,9339.17,1.0
2022.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,337636.82,72.0
2024.0,11.0,Industria perpunuese,137747.08,1.0
2022.0,3.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,0.0,1.0
2022.0,11.0,"Aktivitetet profesionale, shkencore dhe teknike",0.0,1.0
2022.0,4.0,Ndertimtaria,4660.91,1.0
2021.0,12.0,Aktivitetet e tjera sherbyese,18374.88,17.0
2025.0,2.0,Sherbimet administrative dhe mbeshtetese,629840.0,1.0
2022.0,1.0,Industria perpunuese,762300.02,4.0
2023.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,0.0,2.0
2025.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,30695.28,2.0
2021.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,6015.3,3.0
2019.0,7.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,338178.83,16.0
2024.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,42108.0,1.0
2022.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,45259.4,1.0
2023.0,4.0,Ndertimtaria,0.0,1.0
2023.0,12.0,Informimi dhe komunikimi,99316.0,5.0
2024.0,2.0,Ndertimtaria,36351.69,1.0
2025.0,1.0,"Aktivitetet profesionale, shkencore dhe teknike",0.0,1.0
2020.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,171323.82,1.0
2021.0,3.0,"Aktivitetet profesionale, shkencore dhe teknike",0.0,1.0
2023.0,8.0,Ndertimtaria,0.0,1.0
2024.0,1.0,Industria perpunuese,0.0,2.0
2021.0,3.0,"Aktivitetet profesionale, shkencore dhe teknike",4205.5,6.0
2023.0,6.0,Industria nxjerrese,0.0,1.0
2025.0,5.0,Ndertimtaria,59993.21,6.0
2024.0,12.0,Ndertimtaria,847.45,2.0
2022.0,9.0,Ndertimtaria,33097.39,5.0
2022.0,7.0,"Artet, Argetimi dhe rekreacioni",5390.19,2.0
2024.0,7.0,Ndertimtaria,3102.31,3.0
2023.0,3.0,Bujqesia;Pylltaria dhe Peshkimi,850.0,2.0
2022.0,12.0,Industria perpunuese,1900.5,1.0
2019.0,7.0,"Aktivitetet profesionale, shkencore dhe teknike",13771.94,2.0
2023.0,8.0,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,2877.71,1.0
2021.0,4.0,"Aktivitetet profesionale, shkencore dhe teknike",6669.79,2.0
2021.0,11.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,8672.0,2.0
2025.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,17322.22,8.0
2025.0,2.0,"Artet, Argetimi dhe rekreacioni",942.37,1.0
2024.0,5.0,Ndertimtaria,22919.04,9.0
2023.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,598920.67,24.0
2020.0,2.0,Industria perpunuese,301657.28,2.0
2019.0,9.0,Transporti dhe magazinimi,3907.0,82.0
2025.0,2.0,Informimi dhe komunikimi,55657.75,1.0
2019.0,3.0,Person Fizik,0.0,5.0
2024.0,11.0,Industria perpunuese,21814.8,2.0
2020.0,4.0,Mungon aktiviteti,0.0,3.0
2021.0,2.0,"Artet, Argetimi dhe rekreacioni",1525.42,1.0
2020.0,8.0,"Artet, Argetimi dhe rekreacioni",0.0,1.0
2021.0,5.0,Industria perpunuese,262510.64,2.0
2021.0,3.0,Aktivitetet e tjera sherbyese,1632.5,1.0
2022.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,83.88,1.0
2025.0,4.0,Bujqesia;Pylltaria dhe Peshkimi,338.98,3.0
2022.0,9.0,Aktivitetet financiare dhe te sigurimit,5006.85,2.0
2021.0,12.0,Aktivitetet financiare dhe te sigurimit,9810.1,1.0
2019.0,5.0,Industria perpunuese,332697.44,13.0
2019.0,1.0,Industria perpunuese,254.24,3.0
2025.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,12535.78,6.0
2021.0,10.0,Industria perpunuese,1090.0,1.0
2021.0,2.0,Sherbimet administrative dhe mbeshtetese,101909.49,2.0
2020.0,1.0,Informimi dhe komunikimi,122911.71,3.0
2023.0,5.0,"Aktivitetet profesionale, shkencore dhe teknike",50366.53,6.0
2020.0,3.0,Sherbimet administrative dhe mbeshtetese,0.0,1.0
2023.0,7.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,18405.29,1.0
2025.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,19881.36,2.0
2024.0,2.0,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,4000.0,3.0
2020.0,11.0,Industria perpunuese,555.92,2.0
2023.0,2.0,Informimi dhe komunikimi,1857.6,1.0
2020.0,8.0,Industria perpunuese,91464.03,3.0
2024.0,11.0,Industria perpunuese,31304.61,1.0
2021.0,7.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3062.14,1.0
2023.0,9.0,Industria perpunuese,3740.0,1.0
2020.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,5964.26,1.0
2024.0,10.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,89818.88,6.0
2020.0,2.0,"Aktivitetet profesionale, shkencore dhe teknike",0.0,1.0
2019.0,11.0,Industria perpunuese,69994.87,2.0
2023.0,3.0,"Artet, Argetimi dhe rekreacioni",2890.0,1.0
2021.0,3.0,Industria perpunuese,1190.0,1.0
2023.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3047.08,3.0
2025.0,7.0,Industria perpunuese,20147.82,2.0
2022.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3645.09,2.0
2024.0,12.0,"Aktivitetet profesionale, shkencore dhe teknike",6721.9,4.0
2024.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,761013.66,1.0
2025.0,6.0,Bujqesia;Pylltaria dhe Peshkimi,9411.69,20.0
2020.0,2.0,Industria perpunuese,59404.97,2.0
2019.0,3.0,Informimi dhe komunikimi,0.0,1.0
2023.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,4716.0,2.0
2021.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,55657.55,4.0
2025.0,11.0,Ndertimtaria,0.0,3.0
2019.0,7.0,"Aktivitetet profesionale, shkencore dhe teknike",23521.88,2.0
2024.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,22033.91,2.0
2022.0,3.0,Sherbimet administrative dhe mbeshtetese,2839.0,6.0
2023.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1511729.72,261.0
2020.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,610575.68,15.0
2019.0,1.0,Informimi dhe komunikimi,692.8,2.0
2020.0,10.0,Industria perpunuese,48540.16,4.0
2022.0,6.0,"Artet, Argetimi dhe rekreacioni",0.0,1.0
2021.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1661.52,1.0
2019.0,12.0,Bujqesia;Pylltaria dhe Peshkimi,6958.36,1.0
2023.0,11.0,"Aktivitetet profesionale, shkencore dhe teknike",0.0,1.0
2019.0,2.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,74220.78,15.0
2022.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,2101.0,1.0
2025.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,774.58,2.0
2023.0,10.0,Sherbimet administrative dhe mbeshtetese,1571425.3,51.0
2022.0,3.0,Ndertimtaria,53948.69,9.0
2025.0,10.0,Industria perpunuese,994.82,1.0
2022.0,12.0,Sherbimet administrative dhe mbeshtetese,59708.92,5.0
2024.0,7.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1347271.32,3.0
2020.0,1.0,Industria perpunuese,40593.97,1.0
2024.0,8.0,Industria perpunuese,37304.89,8.0
2023.0,1.0,Industria perpunuese,155163.67,3.0
2021.0,11.0,Bujqesia;Pylltaria dhe Peshkimi,1101.69,1.0
2025.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1306.28,1.0
2021.0,9.0,Industria perpunuese,63114.61,7.0
2023.0,12.0,Bujqesia;Pylltaria dhe Peshkimi,10273.14,1.0
2023.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3906253.84,34.0
2020.0,5.0,Industria perpunuese,0.0,2.0
2019.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,0.0,1.0
2021.0,8.0,Ndertimtaria,345145.36,3.0
2020.0,7.0,Ndertimtaria,41626.78,1.0
2024.0,7.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,413.56,1.0
2021.0,2.0,Industria perpunuese,0.0,2.0
2023.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,46879.99,3.0
2020.0,11.0,Ndertimtaria,1118.64,1.0
2023.0,6.0,Akomodimi dhe sherbimi ushqimor,57298.2,48.0
2019.0,9.0,"Aktivitetet profesionale, shkencore dhe teknike",731.0,1.0
2024.0,1.0,Industria perpunuese,51235.95,3.0
2025.0,7.0,Industria perpunuese,3369.92,2.0
2019.0,6.0,Industria perpunuese,67241.7,1.0
2020.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,0.0,1.0
2021.0,8.0,Industria perpunuese,18208.13,1.0
2019.0,9.0,Aktivitetet e tjera sherbyese,35410.0,39.0
2025.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,56078.67,14.0
2025.0,5.0,"Aktivitetet profesionale, shkencore dhe teknike",6443.13,1.0
2025.0,8.0,Ndertimtaria,1290478.7,38.0
2023.0,12.0,Ndertimtaria,106969.24,16.0
2025.0,7.0,Aktivitetet e patundshmerise,0.0,1.0
