year,month,municipality,turnover_eur,num_taxpayers
2023.0,3.0,KAMENICË,850.0,2.0
2022.0,12.0,GJAKOVË,1900.5,1.0
2019.0,7.0,MITROVICË,13771.94,2.0
2023.0,8.0,FUSHË KOSOVË,2877.71,1.0
2021.0,4.0,FUSHË KOSOVË,6669.79,2.0
2021.0,11.0,FERIZAJ,8672.0,2.0
2025.0,3.0,LIPJAN,17322.22,8.0
2025.0,2.0,GLLOGOC,942.37,1.0
2024.0,5.0,PODUJEVË,22919.04,9.0
2023.0,6.0,FUSHË KOSOVË,598920.67,24.0
2020.0,2.0,GRAÇANICË,301657.28,2.0
2019.0,9.0,KAMENICË,3907.0,82.0
2025.0,2.0,ISTOG,55657.75,1.0
2019.0,3.0,ZUBIN POTOK,0.0,5.0
2024.0,11.0,VITI,21814.8,2.0
2020.0,4.0,DEÇAN,0.0,3.0
2021.0,2.0,MITROVICË,1525.42,1.0
2020.0,8.0,SUHAREKË,0.0,1.0
2021.0,5.0,GLLOGOC,262510.64,2.0
2021.0,3.0,FUSHË KOSOVË,1632.5,1.0
2022.0,5.0,MITROVICË VERIORE,83.88,1.0
2025.0,4.0,DEÇAN,338.98,3.0
2022.0,9.0,MITROVICË,5006.85,2.0
2021.0,12.0,PRISHTINË,9810.1,1.0
2019.0,5.0,PRIZREN,332697.44,13.0
2019.0,1.0,RAHOVEC,254.24,3.0
2025.0,3.0,DEÇAN,12535.78,6.0
2021.0,10.0,PRISHTINË,1090.0,1.0
2021.0,2.0,PRIZREN,101909.49,2.0
2020.0,1.0,PRISHTINË,122911.71,3.0
2023.0,5.0,PRISHTINË,50366.53,6.0
2020.0,3.0,FUSHË KOSOVË,0.0,1.0
2023.0,7.0,GLLOGOC,18405.29,1.0
2025.0,4.0,GJILAN,19881.36,2.0
2024.0,2.0,PRISHTINË,4000.0,3.0
2020.0,11.0,PODUJEVË,555.92,2.0
2023.0,2.0,ZVEÇAN,1857.6,1.0
2020.0,8.0,GJAKOVË,91464.03,3.0
2024.0,11.0,RAHOVEC,31304.61,1.0
2021.0,7.0,MALISHEVË,3062.14,1.0
2023.0,9.0,DRAGASH,3740.0,1.0
2020.0,6.0,KLINË,5964.26,1.0
2024.0,10.0,SUHAREKË,89818.88,6.0
2020.0,2.0,PODUJEVË,0.0,1.0
2019.0,11.0,OBILIQ,69994.87,2.0
2023.0,3.0,GRAÇANICË,2890.0,1.0
2021.0,3.0,FERIZAJ,1190.0,1.0
2023.0,1.0,PODUJEVË,3047.08,3.0
2025.0,7.0,FERIZAJ,20147.82,2.0
2022.0,3.0,SUHAREKË,3645.09,2.0
2024.0,12.0,KAÇANIK,6721.9,4.0
2024.0,12.0,RAHOVEC,761013.66,1.0
2025.0,6.0,ISTOG,9411.69,20.0
2020.0,2.0,GLLOGOC,59404.97,2.0
2019.0,3.0,SHTIME,0.0,1.0
2023.0,6.0,KLLOKOT,4716.0,2.0
2021.0,11.0,FERIZAJ,55657.55,4.0
2025.0,11.0,FUSHË KOSOVË,0.0,3.0
2019.0,7.0,FERIZAJ,23521.88,2.0
2024.0,3.0,VITI,22033.91,2.0
2022.0,3.0,MITROVICË,2839.0,6.0
2023.0,6.0,PRIZREN,1511729.72,261.0
2020.0,5.0,FERIZAJ,610575.68,15.0
2019.0,1.0,PRIZREN,692.8,2.0
2020.0,10.0,FUSHË KOSOVË,48540.16,4.0
2022.0,6.0,GJILAN,0.0,1.0
2021.0,2.0,SUHAREKË,1661.52,1.0
2019.0,12.0,ISTOG,6958.36,1.0
2023.0,11.0,GJILAN,0.0,1.0
2019.0,2.0,PRISHTINË,74220.78,15.0
2022.0,9.0,RANILLUG,2101.0,1.0
2025.0,9.0,KLINË,774.58,2.0
2023.0,10.0,PRISHTINË,1571425.3,51.0
2022.0,3.0,FUSHË KOSOVË,53948.69,9.0
2025.0,10.0,KLINË,994.82,1.0
2022.0,12.0,PRISHTINË,59708.92,5.0
2024.0,7.0,OBILIQ,1347271.32,3.0
2020.0,1.0,GRAÇANICË,40593.97,1.0
2024.0,8.0,PRISHTINË,37304.89,8.0
2023.0,1.0,PODUJEVË,155163.67,3.0
2021.0,11.0,OBILIQ,1101.69,1.0
2025.0,4.0,DRAGASH,1306.28,1.0
2021.0,9.0,FUSHË KOSOVË,63114.61,7.0
2023.0,12.0,KLINË,10273.14,1.0
2023.0,4.0,PRISHTINË,3906253.84,34.0
2020.0,5.0,MITROVICË,0.0,2.0
2019.0,2.0,GLLOGOC,0.0,1.0
2021.0,8.0,OBILIQ,345145.36,3.0
2020.0,7.0,PRIZREN,41626.78,1.0
2024.0,7.0,SHTIME,413.56,1.0
2021.0,2.0,PRISHTINË,0.0,2.0
2023.0,8.0,OBILIQ,46879.99,3.0
2020.0,11.0,PRISHTINË,1118.64,1.0
2023.0,6.0,DRAGASH,57298.2,48.0
2019.0,9.0,MITROVICË VERIORE,731.0,1.0
2024.0,1.0,KAÇANIK,51235.95,3.0
2025.0,7.0,PODUJEVË,3369.92,2.0
2019.0,6.0,PEJË,67241.7,1.0
2020.0,11.0,FERIZAJ,0.0,1.0
2021.0,8.0,FERIZAJ,18208.13,1.0
2019.0,9.0,ISTOG,35410.0,39.0
2025.0,1.0,PRIZREN,56078.67,14.0
2025.0,5.0,NOVOBËRDË,6443.13,1.0
2025.0,8.0,ISTOG,1290478.7,38.0
2023.0,12.0,PRIZREN,106969.24,16.0
2025.0,7.0,GJAKOVË,0.0,1.0
