year,month,registration_status,turnover_eur,num_taxpayers
2025.0,4.0,SH.P.K.,194544.93,9.0
2019.0,10.0,INDIVIDUAL,0.0,2.0
2019.0,10.0,NDËRMARRJE SHOQ.,0.0,1.0
2025.0,11.0,INDIVIDUAL,266945.03,2.0
2024.0,8.0,INDIVIDUAL,3596.95,2.0
2020.0,12.0,INDIVIDUAL,12665.05,8.0
2021.0,4.0,INDIVIDUAL,0.0,3.0
2024.0,5.0,INDIVIDUAL,18494.26,2.0
2024.0,7.0,KOMPANI E HUAJ,10564.14,3.0
2025.0,7.0,SH.P.K.,0.0,2.0
2022.0,10.0,SH.P.K.,146942.98,1.0
2021.0,8.0,SH.P.K.,0.0,1.0
2020.0,1.0,INDIVIDUAL,10397.72,1.0
2022.0,6.0,SH.P.K.,852.6,4.0
2019.0,10.0,INDIVIDUAL,55106.68,1.0
2023.0,4.0,SH.P.K.,2075.49,4.0
2024.0,9.0,NDËRMARRJE PUB.,0.0,1.0
2020.0,2.0,SH.P.K.,15041.96,2.0
2024.0,2.0,SH.P.K.,816.46,1.0
2020.0,7.0,SH.P.K.,1092.04,1.0
2020.0,8.0,INDIVIDUAL,2120.3,2.0
2025.0,5.0,SH.P.K.,0.0,1.0
2021.0,3.0,INDIVIDUAL,6933.14,3.0
2019.0,9.0,INDIVIDUAL,1085.5,1.0
2020.0,2.0,INDIVIDUAL,4919.07,3.0
2023.0,10.0,INDIVIDUAL,22984.61,1.0
2020.0,5.0,SH.P.K.,5434.65,1.0
2025.0,8.0,SH.P.K.,0.0,1.0
2021.0,2.0,SH.P.K.,178089.9,19.0
2023.0,12.0,INDIVIDUAL,0.0,2.0
2020.0,3.0,SHOQËRI AKCIONARE,0.0,1.0
2022.0,9.0,SH.P.K.,1000.0,1.0
2019.0,1.0,SH.P.K.,0.0,2.0
2019.0,8.0,SH.P.K.,384859.57,4.0
2023.0,1.0,KOMPANI E HUAJ,589.42,1.0
2024.0,7.0,SH.P.K.,396502.12,1.0
2025.0,4.0,SH.P.K.,8127.12,1.0
2021.0,6.0,INDIVIDUAL,1250.0,1.0
2022.0,10.0,SH.P.K.,0.0,1.0
2025.0,12.0,SH.P.K.,29433.0,1.0
2020.0,10.0,INDIVIDUAL,52504.82,2.0
2022.0,9.0,INDIVIDUAL,42339.68,7.0
2023.0,1.0,INDIVIDUAL,182784.86,1.0
2024.0,8.0,SH.P.K.,0.0,4.0
2022.0,8.0,SH.P.K.,0.0,1.0
2022.0,8.0,SH.P.K.,11860.0,5.0
2025.0,10.0,SH.P.K.,131322.97,1.0
2025.0,6.0,INDIVIDUAL,4417.8,1.0
2023.0,8.0,SH.P.K.,9339.17,1.0
2022.0,9.0,INDIVIDUAL,337636.82,72.0
2024.0,11.0,INDIVIDUAL,137747.08,1.0
2022.0,3.0,INDIVIDUAL,0.0,1.0
2022.0,11.0,KOMPANI E HUAJ,0.0,1.0
2022.0,4.0,SH.P.K.,4660.91,1.0
2021.0,12.0,INDIVIDUAL,18374.88,17.0
2025.0,2.0,SH.P.K.,629840.0,1.0
2022.0,1.0,SH.P.K.,762300.02,4.0
2023.0,4.0,SH.P.K.,0.0,2.0
2025.0,6.0,INDIVIDUAL,30695.28,2.0
2021.0,9.0,INDIVIDUAL,6015.3,3.0
2019.0,7.0,SH.P.K.,338178.83,16.0
2024.0,12.0,SH.P.K.,42108.0,1.0
2022.0,3.0,INDIVIDUAL,45259.4,1.0
2023.0,4.0,SH.P.K.,0.0,1.0
2023.0,12.0,KOMPANI E HUAJ,99316.0,5.0
2024.0,2.0,INDIVIDUAL,36351.69,1.0
2025.0,1.0,SH.P.K.,0.0,1.0
2020.0,2.0,INDIVIDUAL,171323.82,1.0
2021.0,3.0,SH.P.K.,0.0,1.0
2023.0,8.0,KOMPANI E HUAJ,0.0,1.0
2024.0,1.0,SH.P.K.,0.0,2.0
2021.0,3.0,INDIVIDUAL,4205.5,6.0
2023.0,6.0,SH.P.K.,0.0,1.0
2025.0,5.0,SH.P.K.,59993.21,6.0
2024.0,12.0,SH.P.K.,847.45,2.0
2022.0,9.0,SH.P.K.,33097.39,5.0
2022.0,7.0,SH.P.K.,5390.19,2.0
2024.0,7.0,INDIVIDUAL,3102.31,3.0
2023.0,3.0,INDIVIDUAL,850.0,2.0
2022.0,12.0,INDIVIDUAL,1900.5,1.0
2019.0,7.0,INDIVIDUAL,13771.94,2.0
2023.0,8.0,INDIVIDUAL,2877.71,1.0
2021.0,4.0,SH.P.K.,6669.79,2.0
2021.0,11.0,INDIVIDUAL,8672.0,2.0
2025.0,3.0,INDIVIDUAL,17322.22,8.0
2025.0,2.0,INDIVIDUAL,942.37,1.0
2024.0,5.0,SH.P.K.,22919.04,9.0
2023.0,6.0,SH.P.K.,598920.67,24.0
2020.0,2.0,SH.P.K.,301657.28,2.0
2019.0,9.0,INDIVIDUAL,3907.0,82.0
2025.0,2.0,SH.P.K.,55657.75,1.0
2019.0,3.0,PERSON FIZIK,0.0,5.0
2024.0,11.0,SH.P.K.,21814.8,2.0
2020.0,4.0,OJQ,0.0,3.0
2021.0,2.0,INDIVIDUAL,1525.42,1.0
2020.0,8.0,SH.P.K.,0.0,1.0
2021.0,5.0,SH.P.K.,262510.64,2.0
2021.0,3.0,INDIVIDUAL,1632.5,1.0
2022.0,5.0,SH.P.K.,83.88,1.0
2025.0,4.0,SH.P.K.,338.98,3.0
2022.0,9.0,INDIVIDUAL,5006.85,2.0
2021.0,12.0,INDIVIDUAL,9810.1,1.0
2019.0,5.0,SH.P.K.,332697.44,13.0
2019.0,1.0,SH.P.K.,254.24,3.0
2025.0,3.0,INDIVIDUAL,12535.78,6.0
2021.0,10.0,INDIVIDUAL,1090.0,1.0
2021.0,2.0,SH.P.K.,101909.49,2.0
2020.0,1.0,SH.P.K.,122911.71,3.0
2023.0,5.0,INDIVIDUAL,50366.53,6.0
2020.0,3.0,SH.P.K.,0.0,1.0
2023.0,7.0,SH.P.K.,18405.29,1.0
2025.0,4.0,INDIVIDUAL,19881.36,2.0
2024.0,2.0,INDIVIDUAL,4000.0,3.0
2020.0,11.0,INDIVIDUAL,555.92,2.0
2023.0,2.0,SH.P.K.,1857.6,1.0
2020.0,8.0,SH.P.K.,91464.03,3.0
2024.0,11.0,SH.P.K.,31304.61,1.0
2021.0,7.0,SH.P.K.,3062.14,1.0
2023.0,9.0,INDIVIDUAL,3740.0,1.0
2020.0,6.0,SH.P.K.,5964.26,1.0
2024.0,10.0,INDIVIDUAL,89818.88,6.0
2020.0,2.0,SH.P.K.,0.0,1.0
2019.0,11.0,SH.P.K.,69994.87,2.0
2023.0,3.0,SH.P.K.,2890.0,1.0
2021.0,3.0,SH.P.K.,1190.0,1.0
2023.0,1.0,INDIVIDUAL,3047.08,3.0
2025.0,7.0,INDIVIDUAL,20147.82,2.0
2022.0,3.0,SH.P.K.,3645.09,2.0
2024.0,12.0,INDIVIDUAL,6721.9,4.0
2024.0,12.0,SH.P.K.,761013.66,1.0
2025.0,6.0,INDIVIDUAL,9411.69,20.0
2020.0,2.0,INDIVIDUAL,59404.97,2.0
2019.0,3.0,INDIVIDUAL,0.0,1.0
2023.0,6.0,INDIVIDUAL,4716.0,2.0
2021.0,11.0,ORTAKËRIA E PËRGJ.,55657.55,4.0
2025.0,11.0,SH.P.K.,0.0,3.0
2019.0,7.0,SH.P.K.,23521.88,2.0
2024.0,3.0,INDIVIDUAL,22033.91,2.0
2022.0,3.0,INDIVIDUAL,2839.0,6.0
2023.0,6.0,INDIVIDUAL,1511729.72,261.0
2020.0,5.0,SH.P.K.,610575.68,15.0
2019.0,1.0,SH.P.K.,692.8,2.0
2020.0,10.0,SH.P.K.,48540.16,4.0
2022.0,6.0,INDIVIDUAL,0.0,1.0
2021.0,2.0,INDIVIDUAL,1661.52,1.0
2019.0,12.0,SHOQËRI AKCIONARE,6958.36,1.0
2023.0,11.0,INDIVIDUAL,0.0,1.0
2019.0,2.0,INDIVIDUAL,74220.78,15.0
2022.0,9.0,SH.P.K.,2101.0,1.0
2025.0,9.0,INDIVIDUAL,774.58,2.0
2023.0,10.0,SH.P.K.,1571425.3,51.0
2022.0,3.0,SH.P.K.,53948.69,9.0
2025.0,10.0,SH.P.K.,994.82,1.0
2022.0,12.0,SH.P.K.,59708.92,5.0
2024.0,7.0,SH.P.K.,1347271.32,3.0
2020.0,1.0,SH.P.K.,40593.97,1.0
2024.0,8.0,SH.P.K.,37304.89,8.0
2023.0,1.0,SH.P.K.,155163.67,3.0
2021.0,11.0,SH.P.K.,1101.69,1.0
2025.0,4.0,SH.P.K.,1306.28,1.0
2021.0,9.0,INDIVIDUAL,63114.61,7.0
2023.0,12.0,INDIVIDUAL,10273.14,1.0
2023.0,4.0,SH.P.K.,3906253.84,34.0
2020.0,5.0,INDIVIDUAL,0.0,2.0
2019.0,2.0,SH.P.K.,0.0,1.0
2021.0,8.0,SH.P.K.,345145.36,3.0
2020.0,7.0,SH.P.K.,41626.78,1.0
2024.0,7.0,INDIVIDUAL,413.56,1.0
2021.0,2.0,KOMPANI E HUAJ,0.0,2.0
2023.0,8.0,INDIVIDUAL,46879.99,3.0
2020.0,11.0,ORTAKËRIA E PËRGJ.,1118.64,1.0
2023.0,6.0,INDIVIDUAL,57298.2,48.0
2019.0,9.0,SH.P.K.,731.0,1.0
2024.0,1.0,INDIVIDUAL,51235.95,3.0
2025.0,7.0,INDIVIDUAL,3369.92,2.0
2019.0,6.0,SH.P.K.,67241.7,1.0
2020.0,11.0,INDIVIDUAL,0.0,1.0
2021.0,8.0,INDIVIDUAL,18208.13,1.0
2019.0,9.0,INDIVIDUAL,35410.0,39.0
2025.0,1.0,SH.P.K.,56078.67,14.0
2025.0,5.0,INDIVIDUAL,6443.13,1.0
2025.0,8.0,SH.P.K.,1290478.7,38.0
2023.0,12.0,INDIVIDUAL,106969.24,16.0
2025.0,7.0,SH.P.K.,0.0,1.0
